Ticker Symbol,Period Ending,Earnings Per Share,Estimated Shares Outstanding,Net Income,Total Revenue,Total Assets,Total Liabilities,Current Ratio,Quick Ratio,Operating Margin,Gross Margin,Research and Development,Cash and Cash Equivalents,Capital Expenditures,Common Stocks,Retained Earnings,Treasury Stock,Total Equity,Short-Term Investments,Long-Term Debt,Interest Expense,Net Cash Flow,Net Cash Flow-Operating
AAL,2012-12-31,-3.3949273116272485,-0.12231339536895076,-1.9747747961286988,0.4556952488767138,-0.10598656630250677,0.08242924304721629,-1.0526976955611353,-0.7728480795084162,-1.3044456226415977,0.477388457555892,-0.35555216279492097,-0.1457516615815909,-0.7151908497296244,-0.21217076991340522,-1.7895019204100646,0.4164317483670536,-1.8559097076975515,2.20031013923071,0.2790439028711688,1.4453114648822636,0.11095643956499188,-0.3179542516089729
AAL,2013-12-31,-5.589346332904251,-0.5779037213590329,-1.946742938666991,0.5402553555995607,0.2795787894171136,0.5481245686111343,-0.7589206194457603,-0.45822846061024547,-0.972926790136849,0.5170237592537702,-0.35555216279492097,-0.08273724519561731,-1.5999695882286453,-0.26367364903631335,-2.0063428852950995,0.48392683199600517,-1.2187449445399057,5.627640953676112,1.495339012193522,2.2321414684567706,0.5812646101497777,-0.589574347135457
AAL,2014-12-31,0.3414109157505848,0.8894276229263277,1.2008341991762035,1.252701127654818,0.2990337335702722,0.4600456982576843,-0.9397065124398373,-0.6679748732090259,-0.5585282495059132,0.6755649660452833,-0.35555216279492097,-0.11308856764424602,-3.1854988610527477,-0.2628293395424952,-1.6830914141960343,0.48392683199600517,-0.6426781723699796,4.313308089741102,1.5972260615358096,2.3410331207371713,-0.23745760473432034,0.48132127539109104
AAL,2015-12-31,3.203865462088905,0.7601888631134033,4.356420439151314,1.1783527287353657,0.40565586678557647,0.496527248764133,-1.1091932871217844,-0.838393833445535,-0.14412970887497736,1.071917983024066,-0.35555216279492097,-0.16402211366983177,-3.7917094159786675,-0.2632514942894043,-0.8162004902390675,0.48392683199600517,-0.2045667846128008,3.988736433552933,1.9349299482688704,2.316444683125468,-0.7026868533905448,1.8924099355934323
AAP,2012-12-29,0.8346697046039997,-0.8156325122195026,-0.46394444421574194,-0.37960439979954386,-0.4941853449061998,-0.4149763276992995,-0.5329382532031641,-1.2709958094305196,-0.475648541379726,0.16030604397286585,-0.35555216279492097,-0.20033102039142975,0.4516331228825373,-0.26578146768763045,-0.586247386310548,0.47894378215696853,-0.7409084673804854,-0.28831568304801103,-0.6824655107335134,-0.6558021427432884,0.4595837985853037,-0.5849964353287229
AAP,2013-12-28,0.8618571969030069,-0.8161474349397029,-0.46121601008946905,-0.36666907724513065,-0.47464904744908504,-0.4000353503561289,-0.3069558869605679,-1.0350310952568917,-0.5585282495059132,0.16030604397286585,-0.35555216279492097,-0.16197351126446008,0.5060657789602605,-0.26578146768763045,-0.5420028436979205,0.46408474869157035,-0.7038725381649118,-0.28831568304801103,-0.6162821937413993,-0.6460475582793312,0.43332577221464125,-0.6473492772904755
AAP,2015-01-03,1.4017231154118621,-0.8159617839737277,-0.3930939244812754,-0.21662652859759193,-0.425393648481285,-0.35580200277547464,-0.46514354333038527,-1.428305618879605,-0.6414079576321003,-0.03787046451652548,-0.35555216279492097,-0.23712845662988513,0.4824748065436255,-0.26578146768763045,-0.48569643373814114,0.4631368749558112,-0.6448709113798722,-0.28831568304801103,-0.5301000732496879,-0.5168177554601076,-1.1128605883411637,-0.5744388739108001
AAP,2016-01-02,1.2852052912732603,-0.8153371750222869,-0.4067274185853303,-0.22141183340828532,-0.4218558685786631,-0.362411482873543,-0.46514354333038527,-1.4545239204544527,-0.7242876657582875,-0.03787046451652548,-0.35555216279492097,-0.2381642048301038,0.4779275057024491,-0.26578146768763045,-0.4318129910048552,0.4619111127422227,-0.589381328041073,-0.28831568304801103,-0.5925834137267735,-0.5449188270163399,-0.10326131375348525,-0.5830545742851312
ABBV,2012-12-31,-0.1285443082751093,-0.23373315109664275,2.7979826493158906,0.1656917048987299,-0.03412448114120924,0.1395358325772981,0.6308709329462063,1.0362147291560653,1.2648253292702045,1.1511885864198224,4.907434281275332,0.19512277309330286,0.4070203561153819,-0.2657844227708588,-0.670772798413226,0.48392683199600517,-0.9301054275919692,1.2251364216496285,1.3885791039696467,-0.4796119367196558,5.877564397253608,1.9351567047254692
ABBV,2013-12-31,-0.21787464011470406,3.228827489364466,2.0324459705402025,0.1840548636679922,0.010866361198196596,0.0781468275372588,0.9924427189343603,1.46881670514105,1.0990659130178302,1.1908238881177007,5.053312595239842,0.47059644661967737,0.2929950374507446,-0.25902994682031344,-0.4855002837050199,0.4250755329189902,-0.3431282998885217,-0.06950333056160529,1.3386692160309608,0.20183904851897988,3.6631544364008373,1.9004249548056893
ABBV,2014-12-31,-0.7888119783938534,3.2240542943619634,0.4613271023292444,0.23645704844857,-0.023749880510433006,0.10279965195944653,-0.3408532418969573,0.0005918169495867828,0.021629707377396976,1.2700944915134573,5.89069200786729,0.37760357415422285,0.20567185037212998,-0.25902994682031344,-0.6075176641637747,0.30516601104957214,-0.6765002745238956,-0.26935194583252253,0.7843446026527753,0.5987666842507625,-1.355836213403541,0.6901570537548961
