Total ESG Risk score,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Score,Symbol,Sector,Industry
0.9947061686161072,1.3658828778608751,0.3937845097632178,-0.7687861957168461,-0.00939566750824297,CNP,Utilities,Utilities - Regulated Electric
0.08859481460968824,-1.0966399227673713,0.8365260126321333,1.4678643736874915,1.2527556677657363,COF,Financial Services,Credit Services
-0.6421401482987141,-0.5964399788897586,-0.13197102489361845,-0.3661890932240652,-0.00939566750824297,COO,Healthcare,Medical Instruments & Supplies
1.7546705300408456,2.2700904687165595,-0.32567043239876914,0.6626701687019305,-0.00939566750824297,COP,Energy,Oil & Gas E&P
-1.3290310134326124,-0.8080630320687484,-1.045125374560756,-0.5003881273883254,1.2527556677657363,COR,Healthcare,Medical Distribution
0.20551240867503273,0.13462147754675194,0.5321412294097538,-0.5451211387764123,1.2527556677657363,COST,Consumer Defensive,Discount Stores
0.23474180719136872,0.9811136902627117,-0.32567043239876914,-1.0371842640453666,-0.00939566750824297,CPB,Consumer Defensive,Packaged Foods
-0.8613606371712349,-0.8273014914486567,-0.07662833703500427,-0.5451211387764123,-1.2715470027822222,CPRT,Industrials,Specialty Business Services
-0.8467459379130666,-0.3463400069509524,-1.487866877429671,0.617937157313843,-1.2715470027822222,CPT,Real Estate,REIT - Residential
-1.0221223290110835,-0.7311091945491158,-0.4916984959746122,-0.6345871615525855,-1.2715470027822222,CRM,Technology,Software - Application
-1.1682693215927638,-1.0389245446276465,-0.6577265595504552,-0.14252403628363142,-0.00939566750824297,CSCO,Technology,Communication Equipment
0.0009066190606797352,-0.1731938725317788,0.006385694752917514,0.3942721003734097,-1.2715470027822222,CSGP,Real Estate,Real Estate Services
0.0009066190606797352,0.2308137744462928,0.2000851022580677,-0.9029852298811063,-0.00939566750824297,CSX,Industrials,Railroads
-0.5544519527497057,-0.5387246007500341,-0.021285649176390073,-0.4109221046121518,-0.00939566750824297,CTAS,Industrials,Specialty Business Services
2.076193913720543,2.7895288719740803,-0.27032774454015446,0.3048060775972361,-0.00939566750824297,CTRA,Energy,Oil & Gas E&P
-1.0513517275274196,-0.9042553289682893,-0.4640271520453051,-0.4109221046121518,-0.00939566750824297,CTSH,Technology,Information Technology Services
0.01552131831884799,-1.1158783821472793,1.8050230501578852,-0.2767230704478916,1.2527556677657363,CVS,Healthcare,Healthcare Plans
